maskapai,asal,tujuan,tahun,penumpang,harga
country link,PKU,DPS,2015,121,3720319
macan,PKU,PDG,2014,102,1900033
country link,PKU,HLP,2014,63,1069808
water asia,CGK,PDG,2014,158,3071503
rajawali,BTO,PDG,2015,79,1442074
rajawali,PKU,DPS,2015,189,3746586
rajawali,BDO,DPS,2017,149,2886428
rajawali,CGK,SRG,2016,111,2088121
rajawali,BTO,PDG,2014,157,3051929
macan,KNO,SRG,2017,184,3619628
mataram,PKU,DPS,2015,64,1099877
country link,PKU,DPS,2017,88,1611793
water asia,JOG,SRG,2015,171,3365623
mataram,KNO,HLP,2015,137,2633338
macan,PKU,SRG,2016,166,3246822
water asia,BDO,PDG,2015,128,2451601
water asia,CGK,SRG,2015,96,1783464
country link,KNO,HLP,2016,148,2869085
macan,CGK,BTH,2014,156,3036447
macan,BTO,SRG,2015,70,1238615
water asia,PKU,BTH,2015,86,1572347
rajawali,CGK,SRG,2015,139,2692361
mataram,KNO,UPG,2015,105,1954204
rajawali,CGK,PDG,2016,94,1752279
mataram,BDO,PDG,2017,178,3497372
macan,BDO,PDG,2015,92,1702955
rajawali,PKU,BTH,2014,79,1440317
mataram,BTO,UPG,2016,94,1753252
rajawali,JOG,UPG,2014,101,1889138
rajawali,PKU,PDG,2017,72,1283044
macan,BTO,BTH,2017,71,1253046
country link,KNO,SRG,2014,93,1719755
macan,JOG,UPG,2014,60,1006505
water asia,PKU,BTH,2017,160,3118644
country link,PKU,DPS,2017,162,3162877
mataram,BTO,SRG,2014,136,2615840
rajawali,PKU,DPS,2016,62,1045953
water asia,BDO,BTH,2014,100,1857045
rajawali,BTO,HLP,2017,151,2930638
water asia,BTO,BTH,2015,189,3744899
country link,KNO,DPS,2016,118,2225644
macan,BTO,HLP,2015,105,1959604
water asia,PKU,BTH,2017,110,2069766
country link,CGK,PDG,2016,114,2146594
country link,JOG,PDG,2016,180,3546976
macan,JOG,UPG,2017,114,2142822
rajawali,BDO,PDG,2017,148,2864993
macan,CGK,DPS,2015,84,1543385
country link,KNO,PDG,2017,122,2333170
macan,PKU,UPG,2015,153,2970243
water asia,JOG,UPG,2016,80,1454605
rajawali,BTO,PDG,2016,64,1092950
mataram,KNO,UPG,2014,159,3092442
mataram,PKU,DPS,2015,119,2248485
water asia,BTO,HLP,2017,120,2287384
water asia,KNO,DPS,2017,111,2092081
mataram,CGK,BTH,2017,103,1917065
mataram,PKU,PDG,2015,75,1354634
macan,BTO,PDG,2015,200,3989385
rajawali,BDO,UPG,2016,163,3184984
macan,PKU,SRG,2015,137,2641168
macan,BDO,DPS,2016,144,2791817
water asia,CGK,SRG,2014,120,2283953
water asia,PKU,PDG,2014,65,1122497
mataram,JOG,BTH,2015,137,2643654
mataram,JOG,BTH,2016,185,3649285
country link,BTO,SRG,2016,186,3681625
country link,PKU,UPG,2016,68,1194700
country link,CGK,HLP,2014,113,2135431
mataram,JOG,PDG,2014,146,2822993
rajawali,JOG,UPG,2017,105,1972357
country link,PKU,BTH,2015,181,3567351
macan,KNO,UPG,2017,66,1157431
country link,BDO,UPG,2016,111,2081975
macan,PKU,HLP,2015,178,3500946
country link,CGK,SRG,2014,124,2376416
mataram,BTO,SRG,2016,124,2378841
mataram,JOG,BTH,2015,157,3047496
rajawali,PKU,PDG,2016,136,2617515
water asia,BTO,SRG,2016,191,3805179
rajawali,JOG,BTH,2015,163,3177372
country link,PKU,PDG,2015,130,2501390
mataram,JOG,PDG,2014,99,1851343
mataram,BTO,DPS,2017,131,2508237
rajawali,BDO,BTH,2017,143,2763709
rajawali,CGK,PDG,2017,141,2729824
mataram,BTO,UPG,2015,70,1243786
water asia,KNO,DPS,2016,166,1710198
water asia,PKU,UPG,2015,147,2839077
macan,KNO,SRG,2015,84,1538781
country link,BTO,BTH,2016,108,2030049
water asia,PKU,DPS,2015,105,1969673
rajawali,PKU,DPS,2015,91,1681630
rajawali,CGK,SRG,2014,165,3219351
mataram,BTO,UPG,2015,94,1745202
macan,JOG,SRG,2014,77,1379837
water asia,KNO,SRG,2015,144,2780601
country link,KNO,BTH,2014,98,1818700
water asia,CGK,HLP,2017,97,1804679
country link,KNO,HLP,2015,176,3443355
mataram,BDO,UPG,2015,109,2051967
water asia,BTO,BTH,2016,91,1684337
country link,BTO,PDG,2017,142,2737414
water asia,JOG,SRG,2016,169,3308409
country link,PKU,UPG,2014,71,1249306
mataram,PKU,HLP,2015,129,2462218
country link,BTO,HLP,2017,84,1539919
water asia,BTO,UPG,2017,123,2343106
mataram,BDO,UPG,2015,197,3918080
water asia,KNO,DPS,2017,80,1452073
mataram,PKU,BTH,2014,178,3497109
macan,KNO,PDG,2016,124,2382761
country link,JOG,HLP,2016,124,2360578
rajawali,JOG,UPG,2014,75,3092468
rajawali,CGK,DPS,2017,74,1338160
water asia,CGK,UPG,2014,198,3933224
country link,BTO,UPG,2015,95,1779035
macan,JOG,PDG,2017,81,1480230
macan,BTO,UPG,2016,169,3314977
country link,PKU,HLP,2014,175,3441455
country link,JOG,SRG,2015,89,1636974
water asia,PKU,HLP,2016,120,2291030
water asia,CGK,BTH,2016,123,2357446
macan,BDO,HLP,2017,187,3688261
rajawali,BDO,HLP,2015,115,2177739
mataram,BTO,BTH,2016,155,3023405
macan,KNO,BTH,2016,147,2842462
rajawali,BTO,HLP,2014,182,3585134
country link,CGK,BTH,2016,174,3419119
macan,PKU,HLP,2017,136,2616790
macan,CGK,SRG,2014,170,3347035
macan,CGK,DPS,2017,192,3809690
water asia,BDO,DPS,2015,102,1906045
rajawali,JOG,PDG,2017,92,1689356
rajawali,BTO,BTH,2017,97,1813977
mataram,CGK,SRG,2017,198,3939232
country link,JOG,PDG,2015,168,3294668
mataram,PKU,UPG,2016,114,2139482
mataram,BDO,HLP,2017,83,1513584
mataram,BDO,HLP,2016,63,1070057
rajawali,BDO,PDG,2017,126,2419162
rajawali,JOG,PDG,2016,175,3442405
country link,JOG,BTH,2014,142,2739857
mataram,BDO,PDG,2014,135,2597600
country link,BDO,BTH,2015,106,1989223
mataram,CGK,DPS,2017,113,2128671
country link,BTO,UPG,2017,196,3890828
water asia,KNO,BTH,2014,167,3267002
water asia,BDO,DPS,2017,99,1852022
country link,KNO,BTH,2016,61,1022211
water asia,CGK,DPS,2017,149,2875372
mataram,PKU,SRG,2017,62,1042529
country link,BDO,BTH,2016,85,1555565
water asia,JOG,BTH,2016,62,1058232
country link,KNO,DPS,2015,68,1201280
rajawali,BDO,DPS,2015,78,1403583
rajawali,BTO,PDG,2016,122,2331629
rajawali,BDO,BTH,2017,168,3307000
rajawali,BDO,PDG,2016,143,2764532
macan,BTO,PDG,2016,78,1397246
macan,PKU,SRG,2017,129,2477567
macan,KNO,DPS,2015,138,2649475
water asia,JOG,UPG,2015,155,3009047
mataram,BDO,UPG,2016,116,2192031
water asia,JOG,UPG,2017,163,3187274
mataram,KNO,SRG,2016,149,2888645
country link,JOG,HLP,2017,176,3454453
rajawali,JOG,UPG,2014,182,3592934
rajawali,PKU,SRG,2015,96,1800546
water asia,JOG,UPG,2015,169,3326561
mataram,PKU,HLP,2017,77,1380803
rajawali,KNO,UPG,2014,65,1141811
macan,BTO,UPG,2016,90,1663944
water asia,BDO,DPS,2016,181,3570216
water asia,PKU,HLP,2016,95,1773764
country link,CGK,DPS,2016,196,3907470
water asia,CGK,HLP,2015,196,3898822
rajawali,PKU,DPS,2014,96,1789994
rajawali,CGK,SRG,2017,136,2603905
water asia,PKU,DPS,2015,195,3877816
country link,JOG,DPS,2015,168,3298168
water asia,JOG,HLP,2017,84,1541673
water asia,BTO,HLP,2017,99,1844265
rajawali,JOG,UPG,2014,128,2453050
water asia,CGK,UPG,2017,141,2725295
rajawali,PKU,BTH,2014,88,1607097
macan,KNO,BTH,2016,77,1382584
country link,BTO,HLP,2015,198,3933247
water asia,JOG,HLP,2015,112,2103097
water asia,PKU,SRG,2017,172,3377390
macan,JOG,BTH,2017,94,1757211
water asia,JOG,HLP,2016,87,1594118
country link,CGK,PDG,2016,159,3088202
mataram,BTO,HLP,2016,80,1451258
rajawali,KNO,HLP,2015,134,2560161
macan,JOG,DPS,2014,123,2354866
rajawali,CGK,BTH,2015,185,3646693
rajawali,BTO,BTH,2016,102,1911509
macan,KNO,UPG,2014,152,2956706
country link,PKU,UPG,2017,197,3921764
mataram,KNO,PDG,2017,105,1960660
mataram,CGK,UPG,2017,170,3335576
mataram,CGK,SRG,2015,162,3154425
rajawali,JOG,UPG,2014,120,2277047
rajawali,PKU,PDG,2015,198,3933061
country link,KNO,BTH,2015,93,1727859
macan,CGK,DPS,2016,155,3013429
macan,BDO,PDG,2015,68,1188342
country link,PKU,DPS,2015,157,3204284
macan,BTO,UPG,2017,64,1101778
mataram,CGK,UPG,2017,89,1635880
country link,CGK,HLP,2017,104,1943569
rajawali,BDO,DPS,2015,112,2093424
rajawali,KNO,UPG,2015,63,1077286
water asia,BTO,SRG,2014,84,1526539
country link,JOG,PDG,2015,116,2202741
macan,PKU,DPS,2016,150,2911764
macan,BDO,PDG,2014,123,2357773
water asia,BDO,UPG,2017,133,2546991
mataram,PKU,DPS,2017,167,3266174
macan,CGK,UPG,2016,111,2085971
macan,JOG,BTH,2017,127,2437235
mataram,JOG,HLP,2014,194,3847683
mataram,PKU,UPG,2017,114,2144576
rajawali,BDO,HLP,2016,79,1439691
country link,JOG,HLP,2015,66,1153538
country link,BDO,PDG,2014,188,2312828
rajawali,JOG,PDG,2016,75,1360244
water asia,BDO,DPS,2016,70,1230677
country link,KNO,HLP,2017,187,3692784
water asia,CGK,PDG,2016,84,3028848
water asia,JOG,UPG,2014,98,1826709
water asia,PKU,BTH,2017,116,2199171
macan,CGK,SRG,2014,166,3254489
mataram,CGK,HLP,2015,65,2125098
country link,BTO,UPG,2015,173,3400979
mataram,PKU,HLP,2015,154,2995066
macan,KNO,PDG,2015,84,1534050
macan,CGK,SRG,2015,179,3518140
rajawali,PKU,PDG,2016,73,1306626
country link,BDO,UPG,2016,146,2821282
mataram,PKU,DPS,2014,64,1089383
country link,CGK,SRG,2014,184,3633814
macan,BDO,BTH,2015,156,3029564
country link,JOG,UPG,2016,97,1805179
rajawali,PKU,SRG,2016,179,3511517
macan,BDO,DPS,2014,68,1208058
country link,KNO,UPG,2016,172,3375133
macan,CGK,DPS,2017,134,2562190
mataram,BDO,SRG,2014,81,1471260
water asia,KNO,HLP,2015,156,3591404
water asia,PKU,DPS,2015,64,2453234
country link,BTO,PDG,2014,188,3716871
country link,BDO,HLP,2014,200,3996517
country link,CGK,HLP,2015,70,1232696
macan,CGK,UPG,2014,139,2702506
water asia,CGK,PDG,2017,102,1903641
water asia,KNO,PDG,2015,149,2887261
water asia,KNO,DPS,2014,101,1887122
water asia,BDO,BTH,2016,138,2656669
country link,BTO,SRG,2014,147,2840194
water asia,BDO,BTH,2016,123,2353685
mataram,CGK,UPG,2015,86,1580895
rajawali,BTO,UPG,2014,115,2162637
rajawali,JOG,HLP,2015,76,1368270
water asia,JOG,BTH,2016,185,3659351
water asia,CGK,PDG,2015,153,2977968
rajawali,PKU,UPG,2015,184,3628914
mataram,PKU,BTH,2017,170,3333364
mataram,KNO,SRG,2014,106,1979566
rajawali,KNO,DPS,2015,172,3384618
rajawali,CGK,PDG,2015,85,1558591
country link,PKU,PDG,2017,96,1797938
rajawali,BTO,HLP,2017,117,2218794
country link,KNO,BTH,2014,170,3347206
country link,JOG,SRG,2015,117,2207155
macan,JOG,DPS,2016,186,3671676
rajawali,JOG,SRG,2014,154,3004887
country link,BTO,DPS,2016,168,3289243
country link,JOG,DPS,2014,114,2148712
water asia,CGK,SRG,2015,188,3730647
rajawali,JOG,UPG,2015,129,2463977
macan,CGK,HLP,2015,91,1673681
country link,JOG,UPG,2016,72,1276988
macan,KNO,BTH,2016,197,3931518
mataram,BTO,UPG,2017,192,3818395
country link,BTO,DPS,2017,82,1488674
macan,BDO,BTH,2017,93,1715541
macan,BTO,SRG,2016,90,1668062
macan,BDO,BTH,2014,139,1800689
mataram,JOG,UPG,2017,77,1378310
mataram,CGK,HLP,2017,66,1150706
mataram,KNO,HLP,2017,167,3269352
macan,CGK,DPS,2014,192,3809129
macan,JOG,BTH,2017,73,1315655
macan,BTO,HLP,2017,114,2149504
water asia,KNO,DPS,2015,140,2695694
mataram,PKU,DPS,2014,155,3007022
rajawali,BTO,HLP,2016,183,3609948
macan,JOG,SRG,2017,170,3346571
macan,CGK,BTH,2016,85,1547622
water asia,JOG,UPG,2017,199,1284565
country link,PKU,DPS,2017,183,3601912
water asia,CGK,BTH,2014,155,3010182
country link,JOG,PDG,2016,126,2415036
rajawali,JOG,SRG,2016,77,1386328
water asia,CGK,DPS,2014,162,3155663
water asia,BTO,SRG,2015,95,1780250
macan,KNO,SRG,2017,132,2528642
rajawali,PKU,DPS,2016,164,3207739
mataram,PKU,HLP,2017,96,1783903
water asia,PKU,UPG,2016,68,1198298
rajawali,PKU,HLP,2016,170,3347354
rajawali,BDO,SRG,2014,161,3136313
mataram,BDO,BTH,2016,89,1631833
macan,JOG,SRG,2016,80,1450209
macan,PKU,SRG,2016,179,3530150
water asia,BTO,HLP,2016,101,1873717
water asia,BDO,SRG,2016,81,1467241
rajawali,BDO,DPS,2014,99,1840967
mataram,BDO,SRG,2014,107,1994308
water asia,BTO,SRG,2016,92,1703657
water asia,KNO,DPS,2015,179,3534253
water asia,CGK,BTH,2015,92,1706834
mataram,CGK,UPG,2014,160,3123535
macan,BDO,PDG,2017,169,3330417
water asia,JOG,PDG,2016,87,1589827
country link,BTO,PDG,2016,172,3382106
macan,JOG,HLP,2015,130,2497768
rajawali,BTO,UPG,2017,161,3144222
mataram,BDO,BTH,2014,197,3932196
mataram,PKU,UPG,2016,184,3627128
water asia,BDO,HLP,2015,97,1816731
country link,BTO,UPG,2016,184,3618872
rajawali,CGK,SRG,2017,183,3600287
macan,CGK,BTH,2016,130,2484904
country link,CGK,SRG,2017,80,1447115
mataram,JOG,DPS,2015,111,2081620
mataram,CGK,PDG,2017,84,1547063
rajawali,BTO,HLP,2017,149,2890682
country link,BTO,UPG,2017,196,3899581
rajawali,BTO,BTH,2014,73,1314430
water asia,JOG,DPS,2015,65,1136040
country link,KNO,UPG,2016,124,2379369
rajawali,CGK,SRG,2014,106,1988264
mataram,BTO,SRG,2014,165,3220485
macan,BDO,DPS,2016,200,3981809
rajawali,PKU,UPG,2017,199,3968916
water asia,BDO,BTH,2014,68,1182626
mataram,BDO,SRG,2016,190,3776328
macan,BTO,PDG,2014,138,2654070
macan,CGK,PDG,2016,125,2401594
macan,JOG,BTH,2017,108,2026047
macan,BTO,PDG,2014,124,2362854
mataram,BDO,BTH,2016,173,3394900
water asia,BTO,SRG,2015,153,2974560
water asia,KNO,SRG,2014,145,2816022
rajawali,JOG,SRG,2014,132,2528403
country link,JOG,SRG,2014,187,3688795
water asia,BTO,UPG,2017,172,3378553
country link,PKU,SRG,2017,148,2866839
macan,CGK,HLP,2014,122,2330860
rajawali,BTO,SRG,2014,165,3226384
macan,BDO,SRG,2014,161,3138991
macan,PKU,BTH,2014,90,1659408
rajawali,BTO,PDG,2016,181,3569180
mataram,KNO,UPG,2016,192,3808974
country link,JOG,DPS,2017,133,2545984
macan,JOG,PDG,2017,65,1120370
water asia,KNO,HLP,2015,96,1785530
rajawali,BTO,BTH,2016,157,3068634
mataram,JOG,BTH,2014,76,1368658
rajawali,CGK,UPG,2016,64,1110990
macan,PKU,HLP,2015,134,2557121
mataram,PKU,UPG,2015,189,3734771
mataram,BDO,DPS,2016,184,3627711
mataram,JOG,DPS,2016,156,3026716
macan,BDO,HLP,2015,159,3096351
macan,KNO,BTH,2014,77,1395572
rajawali,BTO,SRG,2015,77,1381175
water asia,PKU,BTH,2016,142,2735933
country link,KNO,HLP,2015,160,3112211
water asia,JOG,HLP,2015,119,2257459
rajawali,BTO,DPS,2014,148,2863304
mataram,BTO,BTH,2015,183,3615363
country link,BTO,SRG,2017,141,2729911
country link,CGK,PDG,2014,72,1276294
rajawali,KNO,HLP,2015,137,2629624
country link,KNO,UPG,2016,91,1675922
country link,BTO,DPS,2014,159,3104731
macan,BDO,DPS,2017,176,3464609
macan,KNO,BTH,2014,180,3547987
rajawali,PKU,BTH,2017,61,1034431
mataram,BDO,SRG,2014,78,2300739
water asia,CGK,UPG,2015,195,3883335
water asia,BTO,SRG,2016,101,1876458
rajawali,BDO,UPG,2016,190,3762446
mataram,CGK,DPS,2014,134,2563863
macan,PKU,UPG,2017,160,3122674
country link,KNO,UPG,2016,93,1716737
rajawali,JOG,SRG,2014,86,1579842
mataram,JOG,DPS,2017,114,2148715
rajawali,BDO,DPS,2016,72,1284426
rajawali,BDO,UPG,2017,152,2939380
rajawali,CGK,SRG,2014,154,3001886
macan,PKU,BTH,2015,162,3159595
macan,JOG,UPG,2016,65,1204149
country link,BDO,SRG,2015,116,2179955
macan,CGK,BTH,2017,190,3773735
mataram,BTO,HLP,2016,197,3931095
water asia,BDO,SRG,2017,78,1413157
country link,JOG,PDG,2015,102,1894478
water asia,KNO,BTH,2016,139,2689630
macan,JOG,HLP,2014,141,2727985
mataram,BDO,DPS,2015,159,3102743
rajawali,CGK,SRG,2015,153,2987149
macan,JOG,HLP,2015,94,1743669
macan,PKU,PDG,2016,151,2928231
water asia,JOG,BTH,2015,173,3396614
macan,CGK,DPS,2017,181,3568782
macan,PKU,HLP,2014,103,1922577
mataram,PKU,HLP,2014,79,1418875
country link,KNO,UPG,2014,155,3022554
country link,BTO,SRG,2015,153,2980945
country link,CGK,HLP,2014,190,3767559
country link,KNO,DPS,2016,117,2207787
mataram,PKU,DPS,2014,172,3376958
country link,KNO,BTH,2017,178,3506356
macan,PKU,BTH,2017,181,3566008
rajawali,CGK,UPG,2017,111,2086724
macan,PKU,SRG,2014,85,1550420
water asia,JOG,PDG,2014,157,3045871
mataram,BDO,UPG,2017,117,2209352
mataram,JOG,DPS,2016,137,2649058
mataram,JOG,DPS,2014,157,3049485
water asia,CGK,SRG,2017,65,1136815
mataram,KNO,DPS,2016,179,3536037
mataram,CGK,DPS,2017,159,3085669
rajawali,BTO,UPG,2016,199,3959754
mataram,CGK,HLP,2014,166,3236895
macan,BTO,PDG,2017,179,3506619
macan,BTO,HLP,2014,173,3390114
mataram,CGK,UPG,2017,113,1123441
country link,CGK,UPG,2014,163,3193813
mataram,BDO,SRG,2016,163,3194903
rajawali,CGK,SRG,2015,113,2120930
macan,BTO,HLP,2016,102,1909975
country link,JOG,UPG,2015,63,1065728
country link,CGK,BTH,2016,60,1003599
mataram,CGK,BTH,2014,147,2834596
country link,JOG,SRG,2015,121,2297056
water asia,PKU,SRG,2015,86,1576851
water asia,BDO,UPG,2016,95,1770104
macan,JOG,PDG,2015,181,3573458
water asia,CGK,UPG,2016,79,1421293
water asia,KNO,SRG,2017,96,1797154
country link,BTO,BTH,2015,156,3029531
mataram,KNO,HLP,2014,96,1787885
mataram,BTO,SRG,2017,121,2316848
water asia,CGK,PDG,2015,175,3429162
rajawali,JOG,UPG,2017,178,3491226
water asia,CGK,BTH,2016,76,1374255
water asia,PKU,UPG,2017,86,1579363
mataram,CGK,UPG,2014,144,2778853
mataram,PKU,PDG,2014,181,3572757
water asia,JOG,HLP,2016,119,2268146
mataram,KNO,DPS,2016,185,3659154
rajawali,KNO,UPG,2017,75,1356610
macan,BDO,BTH,2014,141,2715950
water asia,PKU,HLP,2015,121,2314201
water asia,BTO,UPG,2014,200,3982738
water asia,BDO,HLP,2016,139,2687186
macan,KNO,HLP,2017,190,3773869
macan,BTO,UPG,2017,98,1827541
mataram,JOG,SRG,2014,173,3401755
rajawali,KNO,HLP,2016,160,3118470
country link,PKU,PDG,2015,177,3473210
country link,KNO,DPS,2015,161,3146256
country link,BDO,UPG,2017,150,2909615
macan,BDO,PDG,2014,76,1370106
rajawali,KNO,BTH,2016,183,3615666
country link,JOG,BTH,2015,109,2049553
mataram,BTO,HLP,2015,183,3608835
macan,KNO,UPG,2017,96,1797593
country link,PKU,BTH,2016,166,3252532
macan,BTO,BTH,2017,122,2335235
mataram,CGK,HLP,2014,136,2607671
water asia,JOG,SRG,2014,93,1724152
rajawali,JOG,BTH,2015,138,2649587
rajawali,KNO,SRG,2017,133,2044764
mataram,BDO,SRG,2014,64,1108673
mataram,KNO,PDG,2016,122,2330379
country link,PKU,DPS,2015,157,3061302
water asia,PKU,SRG,2014,71,1267966
country link,BDO,BTH,2016,179,3536589
rajawali,PKU,UPG,2015,69,1210689
rajawali,JOG,SRG,2017,134,2576640
water asia,PKU,DPS,2015,131,2511632
rajawali,BDO,HLP,2015,115,2159921
country link,BDO,SRG,2014,118,2226260
mataram,KNO,BTH,2014,129,2479735
water asia,PKU,PDG,2015,199,3961621
mataram,PKU,DPS,2016,183,3601141
water asia,BTO,DPS,2017,142,2734755
mataram,JOG,SRG,2015,161,3138993
macan,BDO,SRG,2017,152,2944503
macan,KNO,UPG,2016,78,1412684
water asia,BDO,DPS,2014,155,3024283
water asia,PKU,PDG,2016,196,3902202
mataram,BDO,DPS,2015,159,3100438
macan,KNO,DPS,2016,170,3341979
rajawali,JOG,HLP,2016,98,1820609
water asia,KNO,DPS,2015,195,3869761
rajawali,BTO,SRG,2015,104,1935434
macan,CGK,SRG,2014,173,3397520
macan,BDO,UPG,2017,180,1082126
macan,BTO,HLP,2015,176,3462272
mataram,PKU,HLP,2016,167,3279025
macan,BDO,HLP,2017,76,1364056
mataram,CGK,PDG,2017,187,3688373
rajawali,BTO,PDG,2015,98,1837180
country link,KNO,SRG,2014,181,3562229
mataram,BTO,UPG,2014,199,3959600
water asia,JOG,SRG,2014,111,2090138
macan,CGK,SRG,2017,96,1796949
country link,PKU,SRG,2014,141,2728990
macan,JOG,DPS,2014,99,1838166
macan,JOG,UPG,2016,80,2810988
mataram,JOG,UPG,2015,138,2662698
country link,CGK,DPS,2015,159,3094830
mataram,KNO,HLP,2016,97,1808930
mataram,BDO,UPG,2014,134,2567385
rajawali,KNO,BTH,2016,92,1708337
macan,PKU,BTH,2017,148,2863458
mataram,BTO,SRG,2015,174,3423530
country link,CGK,UPG,2014,131,2521414
rajawali,KNO,HLP,2016,149,2888729
macan,BTO,UPG,2014,62,1037613
water asia,BDO,PDG,2014,88,1606916
rajawali,CGK,HLP,2016,90,1657579
water asia,KNO,PDG,2016,183,3601650
country link,BTO,UPG,2014,89,1628485
mataram,JOG,HLP,2015,176,3445159
mataram,BDO,UPG,2016,166,3248277
mataram,KNO,BTH,2015,64,1102526
rajawali,KNO,SRG,2014,122,3986802
rajawali,JOG,PDG,2015,124,2360230
rajawali,CGK,DPS,2015,146,2821189
mataram,JOG,PDG,2017,100,1852449
mataram,BDO,SRG,2015,81,1480393
mataram,BTO,BTH,2015,188,3730992
rajawali,PKU,BTH,2016,60,1010202
country link,BDO,PDG,2014,60,1017540
mataram,PKU,SRG,2015,129,2472707
rajawali,BTO,BTH,2014,87,1589996
country link,PKU,PDG,2017,142,2745786
country link,KNO,PDG,2014,167,3276976
rajawali,JOG,SRG,2016,120,2296640
mataram,BDO,HLP,2015,132,2532580
rajawali,BDO,SRG,2017,76,1373087
rajawali,KNO,DPS,2017,181,3574677
country link,BTO,PDG,2014,139,1581497
macan,KNO,PDG,2015,169,3316978
country link,JOG,BTH,2017,113,2126327
country link,BDO,HLP,2016,71,1265605
water asia,BDO,BTH,2014,72,1284831
water asia,KNO,UPG,2015,178,3489960
mataram,CGK,HLP,2017,95,1761339
water asia,CGK,HLP,2015,93,1719146
country link,CGK,DPS,2015,199,2598381
country link,CGK,SRG,2016,70,1241849
water asia,KNO,UPG,2015,60,1006485
mataram,PKU,PDG,2015,172,3375614
water asia,PKU,PDG,2016,181,3568725
water asia,JOG,DPS,2016,167,3269323
rajawali,JOG,DPS,2016,80,1454632
water asia,BTO,SRG,2014,90,1664195
water asia,KNO,BTH,2015,151,2930402
mataram,BDO,DPS,2015,96,1799171
water asia,BDO,HLP,2017,193,3830470
country link,JOG,HLP,2014,198,3953077
water asia,BTO,DPS,2015,73,1297413
mataram,CGK,PDG,2016,93,1721161
country link,KNO,BTH,2016,61,1026963
mataram,PKU,PDG,2015,118,2238662
macan,CGK,BTH,2017,65,1136949
country link,JOG,PDG,2017,156,3035334
water asia,BTO,BTH,2017,92,1699073
macan,JOG,PDG,2017,131,2506064
rajawali,PKU,UPG,2015,135,2584195
macan,CGK,PDG,2016,178,3491019
mataram,JOG,BTH,2017,76,1376221
macan,CGK,HLP,2014,153,2971487
rajawali,JOG,UPG,2015,97,1807126
rajawali,PKU,SRG,2016,95,1773744
mataram,BDO,SRG,2015,198,3940365
water asia,JOG,UPG,2016,134,2565850
macan,BDO,SRG,2016,81,1475777
mataram,KNO,DPS,2015,129,2467440
water asia,CGK,BTH,2015,78,1406101
country link,BTO,UPG,2017,180,3550394
mataram,BDO,UPG,2015,146,2833774
water asia,CGK,UPG,2016,118,2239577
country link,KNO,BTH,2014,162,3166233
rajawali,PKU,BTH,2016,148,2866971
mataram,CGK,SRG,2017,140,2711653
water asia,BDO,SRG,2014,119,2251186
water asia,BDO,DPS,2015,148,2860369
macan,JOG,PDG,2015,168,3306487
country link,KNO,HLP,2014,156,3036549
country link,KNO,PDG,2014,86,1580607
country link,JOG,DPS,2015,136,2620304
mataram,CGK,DPS,2017,73,1312715
macan,PKU,DPS,2014,175,3435753
mataram,BTO,PDG,2014,122,2323582
rajawali,JOG,HLP,2017,116,2205080
mataram,BDO,DPS,2017,180,3537844
rajawali,BTO,SRG,2015,130,2495398
macan,BDO,PDG,2015,111,2091574
rajawali,JOG,UPG,2014,119,2249656
water asia,BTO,DPS,2014,127,2440341
macan,JOG,SRG,2016,145,2804982
macan,CGK,BTH,2016,156,3028706
macan,BDO,UPG,2014,173,3401760
macan,BDO,SRG,2014,111,2087367
mataram,PKU,HLP,2014,137,2639535
macan,JOG,SRG,2017,105,1952815
macan,CGK,SRG,2016,130,2482995
mataram,BDO,DPS,2015,194,3853123
water asia,JOG,BTH,2016,101,1871008
water asia,BDO,HLP,2015,133,2555039
mataram,BTO,SRG,2014,105,1963014
water asia,JOG,PDG,2014,196,3890610
macan,CGK,HLP,2016,151,2934518
rajawali,KNO,PDG,2014,62,1039698
country link,CGK,BTH,2016,82,1502994
mataram,KNO,DPS,2014,154,2998252
water asia,CGK,SRG,2015,112,2097964
water asia,JOG,UPG,2017,60,1015791
macan,BTO,HLP,2016,160,3115213
macan,PKU,UPG,2016,199,3967750
macan,PKU,PDG,2014,138,2663381
country link,JOG,DPS,2015,94,1757630
macan,BTO,HLP,2016,157,3047115
country link,PKU,PDG,2016,85,1555175
country link,BTO,UPG,2017,69,1217835
macan,BTO,HLP,2015,172,3155714
rajawali,JOG,BTH,2015,124,2365667
